sourceID;targetID
60,bbb-graphql-middleware/install-graphql-middleware.sh
60,bbb-graphql-middleware/build-and-run.sh
60,build/packages-template/bbb-playback-podcast/after-install.sh
60,build/packages-template/bbb-libreoffice-docker/after-install.sh
60,build/packages-template/bbb-libreoffice-docker/before-remove.sh
60,build/packages-template/bbb-libreoffice-docker/after-remove.sh
60,build/packages-template/bbb-learning-dashboard/after-install.sh
60,build/packages-template/bbb-learning-dashboard/before-install.sh
60,build/packages-template/bbb-learning-dashboard/after-remove.sh
60,build/packages-template/bbb-record-core/before-install.sh
60,build/packages-template/bbb-record-core/before-remove.sh
60,build/packages-template/bbb-freeswitch-core/after-install.sh
60,build/packages-template/bbb-freeswitch-core/before-install.sh
60,build/packages-template/bbb-freeswitch-core/before-remove.sh
60,build/packages-template/bbb-freeswitch-core/after-remove.sh
60,build/packages-template/bbb-webrtc-recorder/after-install.sh
60,build/packages-template/bbb-webrtc-recorder/before-remove.sh
60,build/packages-template/bbb-playback-screenshare/after-install.sh
60,build/packages-template/bbb-playback-notes/before-install.sh
60,build/packages-template/bbb-playback-presentation/after-install.sh
60,build/packages-template/bbb-export-annotations/after-install.sh
60,build/packages-template/bbb-export-annotations/before-remove.sh
60,build/packages-template/bbb-lti/after-install.sh
60,build/packages-template/bbb-lti/before-install.sh
9,bbb-libreoffice/uninstall-remote.sh
9,bbb-libreoffice/uninstall-local.sh
9,bbb-libreoffice/install-remote.sh
9,bbb-libreoffice/install-local.sh
9,bbb-graphql-server/install-hasura.sh
9,bigbluebutton-html5/run-dev.sh
9,bigbluebutton-html5/test-html5.sh
9,bbb-common-web/docker-clean.sh
9,bbb-common-web/hibernate-cfg.sh
9,bbb-graphql-middleware/install-graphql-middleware.sh
9,bbb-graphql-middleware/build-and-run.sh
9,bbb-graphql-middleware/demo/client/run-watch.sh
9,build/packages-template/bbb-playback-podcast/after-install.sh
9,build/packages-template/bbb-libreoffice-docker/after-install.sh
9,build/packages-template/bbb-libreoffice-docker/before-remove.sh
9,build/packages-template/bbb-libreoffice-docker/after-remove.sh
9,build/packages-template/bbb-graphql-server/after-install.sh
9,build/packages-template/bbb-graphql-server/before-remove.sh
9,build/packages-template/bbb-graphql-server/after-remove.sh
9,build/packages-template/bbb-learning-dashboard/after-install.sh
9,build/packages-template/bbb-learning-dashboard/before-install.sh
9,build/packages-template/bbb-learning-dashboard/after-remove.sh
9,build/packages-template/bbb-record-core/after-install.sh
9,build/packages-template/bbb-record-core/before-install.sh
9,build/packages-template/bbb-record-core/before-remove.sh
9,build/packages-template/bbb-freeswitch-core/after-install.sh
9,build/packages-template/bbb-freeswitch-core/before-install.sh
9,build/packages-template/bbb-freeswitch-core/before-remove.sh
9,build/packages-template/bbb-freeswitch-core/after-remove.sh
9,build/packages-template/bbb-playback/after-install.sh
9,build/packages-template/bbb-webrtc-recorder/after-install.sh
9,build/packages-template/bbb-webrtc-recorder/before-remove.sh
9,build/packages-template/bbb-playback-screenshare/after-install.sh
9,build/packages-template/bbb-playback-video/after-install.sh
9,build/packages-template/bbb-playback-notes/after-install.sh
9,build/packages-template/bbb-playback-notes/before-install.sh
9,build/packages-template/bbb-playback-presentation/after-install.sh
9,build/packages-template/bbb-export-annotations/after-install.sh
9,build/packages-template/bbb-export-annotations/before-remove.sh
9,build/packages-template/bbb-lti/after-install.sh
9,build/packages-template/bbb-lti/before-install.sh
27,bbb-libreoffice/uninstall-remote.sh
27,bbb-libreoffice/uninstall-local.sh
27,bbb-libreoffice/install-remote.sh
27,bbb-libreoffice/assets/convert-remote.sh
27,bbb-libreoffice/assets/convert-local.sh
27,bbb-libreoffice/assets/etherpad-export.sh
27,bbb-libreoffice/install-local.sh
27,bbb-graphql-server/build_hasura.sh
27,bbb-graphql-server/install-hasura.sh
27,bigbluebutton-html5/deploy_to_usr_share.sh
27,bigbluebutton-html5/run-dev.sh
27,bigbluebutton-html5/transifex.sh
27,bigbluebutton-html5/test-html5.sh
27,bbb-learning-dashboard/deploy.sh
27,bbb-learning-dashboard/run-dev.sh
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/AudioFloorChangedEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetAllUsersCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckIfConfIsRunningCommand.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java
27,bbb-webrtc-recorder.placeholder.sh
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEvent.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java
27,bbb-fsesl-client/deploy.sh
27,record-and-playback/deploy.sh
27,bigbluebutton-tests/puppeteer/import-tests-ci-resources.sh
27,bigbluebutton-tests/puppeteer/trigger/stop-network.sh
27,bigbluebutton-tests/puppeteer/trigger/restart-network.sh
27,bigbluebutton-tests/gns3/testcreds.sh
27,bigbluebutton-tests/gns3/testclient.sh
27,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/GuestStatusChangedEventMsg.java
27,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java
27,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
27,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
27,bbb-common-web/deploy.sh
27,bbb-common-web/psql.sh
27,bbb-common-web/docker-clean.sh
27,bbb-common-web/hibernate-cfg.sh
27,akka-bbb-apps/run-dev.sh
27,bigbluebutton-web/run-dev.sh
27,bigbluebutton-web/build.sh
27,bigbluebutton-web/run.sh
27,bigbluebutton-web/pres-checker/build.sh
27,bigbluebutton-web/pres-checker/run.sh
27,bbb-graphql-client-test/deploy.sh
27,bbb-graphql-middleware/install-graphql-middleware.sh
27,bbb-graphql-middleware/run-dev.sh
27,bbb-graphql-middleware/build.sh
27,bbb-graphql-middleware/build-and-run.sh
27,bbb-graphql-middleware/demo/client/run-watch.sh
27,bbb-common-message/deploy.sh
27,bbb-recording-imex/get-recordings.sh
27,bbb-recording-imex/deploy.sh
27,bbb-presentation-video.placeholder.sh
27,build/deb-helper.sh
27,build/opts-global.sh
27,build/packages-template/bbb-web/after-install.sh
27,build/packages-template/bbb-web/before-install.sh
27,build/packages-template/bbb-web/opts-jammy.sh
27,build/packages-template/bbb-config/after-install.sh
27,build/packages-template/bbb-config/before-install.sh
27,build/packages-template/bbb-config/build.sh
27,build/packages-template/bbb-config/opts-jammy.sh
27,build/packages-template/bbb-config/after-remove.sh
27,build/packages-template/bbb-etherpad/after-install.sh
27,build/packages-template/bbb-etherpad/before-install.sh
27,build/packages-template/bbb-etherpad/build.sh
27,build/packages-template/bbb-etherpad/before-remove.sh
27,build/packages-template/bbb-etherpad/opts-jammy.sh
27,build/packages-template/bbb-etherpad/after-remove.sh
27,build/packages-template/bbb-playback-podcast/after-install.sh
27,build/packages-template/bbb-playback-podcast/build.sh
27,build/packages-template/bbb-playback-podcast/opts-jammy.sh
27,build/packages-template/bbb-html5/workers-start.sh
27,build/packages-template/bbb-html5/after-install.sh
27,build/packages-template/bbb-html5/before-install.sh
27,build/packages-template/bbb-html5/systemd_start_frontend.sh
27,build/packages-template/bbb-html5/before-remove.sh
27,build/packages-template/bbb-html5/opts-jammy.sh
27,build/packages-template/bbb-html5/after-remove.sh
27,build/packages-template/bbb-libreoffice-docker/after-install.sh
27,build/packages-template/bbb-libreoffice-docker/build.sh
27,build/packages-template/bbb-libreoffice-docker/before-remove.sh
27,build/packages-template/bbb-libreoffice-docker/opts-jammy.sh
27,build/packages-template/bbb-libreoffice-docker/after-remove.sh
27,build/packages-template/bbb-graphql-server/after-install.sh
27,build/packages-template/bbb-graphql-server/build.sh
27,build/packages-template/bbb-graphql-server/before-remove.sh
27,build/packages-template/bbb-graphql-server/opts-jammy.sh
27,build/packages-template/bbb-graphql-server/after-remove.sh
27,build/packages-template/bbb-pads/after-install.sh
27,build/packages-template/bbb-pads/before-remove.sh
27,build/packages-template/bbb-learning-dashboard/after-install.sh
27,build/packages-template/bbb-learning-dashboard/before-install.sh
27,build/packages-template/bbb-learning-dashboard/build.sh
27,build/packages-template/bbb-learning-dashboard/opts-jammy.sh
27,build/packages-template/bbb-learning-dashboard/after-remove.sh
27,build/packages-template/bbb-html5-nodejs/build.sh
27,build/packages-template/bbb-record-core/after-install.sh
27,build/packages-template/bbb-record-core/before-install.sh
27,build/packages-template/bbb-record-core/build.sh
27,build/packages-template/bbb-record-core/before-remove.sh
27,build/packages-template/bbb-record-core/opts-jammy.sh
27,build/packages-template/bbb-freeswitch-core/after-install.sh
27,build/packages-template/bbb-freeswitch-core/before-install.sh
27,build/packages-template/bbb-freeswitch-core/build.sh
27,build/packages-template/bbb-freeswitch-core/before-remove.sh
27,build/packages-template/bbb-freeswitch-core/opts-jammy.sh
27,build/packages-template/bbb-freeswitch-core/after-remove.sh
27,build/packages-template/bbb-webrtc-sfu/after-install.sh
27,build/packages-template/bbb-webrtc-sfu/before-install.sh
27,build/packages-template/bbb-webrtc-sfu/before-remove.sh
27,build/packages-template/bbb-webrtc-sfu/opts-jammy.sh
27,build/packages-template/bbb-playback/after-install.sh
27,build/packages-template/bbb-playback/build.sh
27,build/packages-template/bbb-playback/opts-jammy.sh
27,build/packages-template/bbb-webrtc-recorder/after-install.sh
27,build/packages-template/bbb-webrtc-recorder/build.sh
27,build/packages-template/bbb-webrtc-recorder/before-remove.sh
27,build/packages-template/bbb-webrtc-recorder/opts-jammy.sh
27,build/packages-template/bbb-playback-screenshare/after-install.sh
27,build/packages-template/bbb-playback-screenshare/build.sh
27,build/packages-template/bbb-playback-screenshare/opts-jammy.sh
27,build/packages-template/bigbluebutton/build.sh
27,build/packages-template/bbb-playback-video/after-install.sh
27,build/packages-template/bbb-playback-video/build.sh
27,build/packages-template/bbb-playback-video/opts-jammy.sh
27,build/packages-template/bbb-playback-notes/after-install.sh
27,build/packages-template/bbb-playback-notes/before-install.sh
27,build/packages-template/bbb-playback-notes/build.sh
27,build/packages-template/bbb-playback-notes/opts-jammy.sh
27,build/packages-template/bbb-freeswitch-sounds/build.sh
27,build/packages-template/bbb-freeswitch-sounds/opts-jammy.sh
27,build/packages-template/bbb-webhooks/after-install.sh
27,build/packages-template/bbb-webhooks/before-install.sh
27,build/packages-template/bbb-webhooks/build.sh
27,build/packages-template/bbb-webhooks/before-remove.sh
27,build/packages-template/bbb-webhooks/opts-jammy.sh
27,build/packages-template/bbb-playback-presentation/after-install.sh
27,build/packages-template/bbb-playback-presentation/build.sh
27,build/packages-template/bbb-playback-presentation/opts-jammy.sh
27,build/packages-template/bbb-mkclean/build.sh
27,build/packages-template/bbb-mkclean/opts-jammy.sh
27,build/packages-template/bbb-export-annotations/after-install.sh
27,build/packages-template/bbb-export-annotations/build.sh
27,build/packages-template/bbb-export-annotations/before-remove.sh
27,build/packages-template/bbb-export-annotations/opts-jammy.sh
27,build/packages-template/bbb-lti/after-install.sh
27,build/packages-template/bbb-lti/before-install.sh
27,build/packages-template/bbb-lti/opts-jammy.sh
27,build/packages-template/bbb-lti/run-prod.sh
27,build/setup-inside-docker.sh
52,bbb-common-web/src/main/java/org/bigbluebutton/api2/IBbbWebApiGWApp.java
52,bbb-graphql-middleware/install-graphql-middleware.sh
52,bbb-graphql-middleware/build-and-run.sh
52,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
52,build/packages-template/bbb-libreoffice-docker/before-remove.sh
52,build/packages-template/bbb-graphql-server/before-remove.sh
52,build/packages-template/bbb-graphql-server/after-remove.sh
52,build/packages-template/bbb-learning-dashboard/before-install.sh
52,build/packages-template/bbb-learning-dashboard/after-remove.sh
52,build/packages-template/bbb-freeswitch-core/after-install.sh
52,build/packages-template/bbb-freeswitch-core/before-install.sh
52,build/packages-template/bbb-freeswitch-core/before-remove.sh
52,build/packages-template/bbb-freeswitch-core/after-remove.sh
52,build/packages-template/bbb-webrtc-recorder/after-install.sh
52,build/packages-template/bbb-webrtc-recorder/before-remove.sh
52,build/packages-template/bbb-playback-screenshare/after-install.sh
52,build/packages-template/bbb-playback-presentation/after-install.sh
52,build/packages-template/bbb-export-annotations/after-install.sh
52,build/packages-template/bbb-export-annotations/before-remove.sh
78,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MakePresentationDownloadableMsg.java
78,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/PresentationUploadToken.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IDocConversionMsg.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PresentationConvertMessage.java
78,bbb-graphql-middleware/install-graphql-middleware.sh
78,bbb-graphql-middleware/build-and-run.sh
78,build/packages-template/bbb-playback-podcast/after-install.sh
78,build/packages-template/bbb-libreoffice-docker/after-install.sh
78,build/packages-template/bbb-learning-dashboard/after-install.sh
78,build/packages-template/bbb-learning-dashboard/before-install.sh
78,build/packages-template/bbb-record-core/after-install.sh
78,build/packages-template/bbb-record-core/before-install.sh
78,build/packages-template/bbb-record-core/before-remove.sh
78,build/packages-template/bbb-freeswitch-core/after-install.sh
78,build/packages-template/bbb-playback/after-install.sh
78,build/packages-template/bbb-webrtc-recorder/after-install.sh
78,build/packages-template/bbb-webrtc-recorder/before-remove.sh
78,build/packages-template/bbb-playback-screenshare/after-install.sh
78,build/packages-template/bbb-playback-video/after-install.sh
78,build/packages-template/bbb-playback-notes/after-install.sh
78,build/packages-template/bbb-playback-notes/before-install.sh
78,build/packages-template/bbb-playback-presentation/after-install.sh
78,build/packages-template/bbb-export-annotations/after-install.sh
78,build/packages-template/bbb-export-annotations/before-remove.sh
78,build/packages-template/bbb-lti/after-install.sh
78,build/packages-template/bbb-lti/before-install.sh
50,bbb-graphql-middleware/install-graphql-middleware.sh
50,bbb-graphql-middleware/build-and-run.sh
50,build/packages-template/bbb-playback-podcast/after-install.sh
50,build/packages-template/bbb-libreoffice-docker/after-install.sh
50,build/packages-template/bbb-libreoffice-docker/before-remove.sh
50,build/packages-template/bbb-libreoffice-docker/after-remove.sh
50,build/packages-template/bbb-graphql-server/before-remove.sh
50,build/packages-template/bbb-learning-dashboard/after-install.sh
50,build/packages-template/bbb-learning-dashboard/before-install.sh
50,build/packages-template/bbb-learning-dashboard/after-remove.sh
50,build/packages-template/bbb-record-core/before-install.sh
50,build/packages-template/bbb-record-core/before-remove.sh
50,build/packages-template/bbb-freeswitch-core/after-install.sh
50,build/packages-template/bbb-freeswitch-core/before-install.sh
50,build/packages-template/bbb-freeswitch-core/before-remove.sh
50,build/packages-template/bbb-freeswitch-core/after-remove.sh
50,build/packages-template/bbb-webrtc-recorder/after-install.sh
50,build/packages-template/bbb-webrtc-recorder/before-remove.sh
50,build/packages-template/bbb-playback-screenshare/after-install.sh
50,build/packages-template/bbb-playback-presentation/after-install.sh
50,build/packages-template/bbb-export-annotations/after-install.sh
50,build/packages-template/bbb-export-annotations/before-remove.sh
50,build/packages-template/bbb-lti/after-install.sh
50,build/packages-template/bbb-lti/before-install.sh
38,bbb-graphql-middleware/install-graphql-middleware.sh
38,bbb-graphql-middleware/build-and-run.sh
38,build/packages-template/bbb-playback-podcast/after-install.sh
38,build/packages-template/bbb-libreoffice-docker/after-install.sh
38,build/packages-template/bbb-libreoffice-docker/before-remove.sh
38,build/packages-template/bbb-graphql-server/before-remove.sh
38,build/packages-template/bbb-learning-dashboard/after-install.sh
38,build/packages-template/bbb-learning-dashboard/before-install.sh
38,build/packages-template/bbb-learning-dashboard/after-remove.sh
38,build/packages-template/bbb-record-core/after-install.sh
38,build/packages-template/bbb-record-core/before-install.sh
38,build/packages-template/bbb-record-core/before-remove.sh
38,build/packages-template/bbb-freeswitch-core/before-install.sh
38,build/packages-template/bbb-freeswitch-core/before-remove.sh
38,build/packages-template/bbb-webrtc-recorder/after-install.sh
38,build/packages-template/bbb-webrtc-recorder/before-remove.sh
38,build/packages-template/bbb-playback-screenshare/after-install.sh
38,build/packages-template/bbb-playback-presentation/after-install.sh
38,build/packages-template/bbb-export-annotations/after-install.sh
38,build/packages-template/bbb-export-annotations/before-remove.sh
38,build/packages-template/bbb-lti/after-install.sh
38,build/packages-template/bbb-lti/before-install.sh
61,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
61,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java
61,bbb-common-web/docker-clean.sh
61,build/packages-template/bbb-playback-podcast/after-install.sh
61,build/packages-template/bbb-libreoffice-docker/before-remove.sh
61,build/packages-template/bbb-learning-dashboard/after-install.sh
61,build/packages-template/bbb-learning-dashboard/before-install.sh
61,build/packages-template/bbb-learning-dashboard/after-remove.sh
61,build/packages-template/bbb-record-core/before-install.sh
61,build/packages-template/bbb-record-core/before-remove.sh
61,build/packages-template/bbb-freeswitch-core/after-install.sh
61,build/packages-template/bbb-freeswitch-core/before-install.sh
61,build/packages-template/bbb-freeswitch-core/before-remove.sh
61,build/packages-template/bbb-freeswitch-core/after-remove.sh
61,build/packages-template/bbb-webrtc-recorder/after-install.sh
61,build/packages-template/bbb-webrtc-recorder/before-remove.sh
61,build/packages-template/bbb-playback-screenshare/after-install.sh
61,build/packages-template/bbb-playback-presentation/after-install.sh
61,build/packages-template/bbb-export-annotations/after-install.sh
61,build/packages-template/bbb-export-annotations/before-remove.sh
61,build/packages-template/bbb-lti/after-install.sh
61,build/packages-template/bbb-lti/before-install.sh
56,bbb-graphql-middleware/install-graphql-middleware.sh
56,bbb-graphql-middleware/build-and-run.sh
56,build/packages-template/bbb-playback-podcast/after-install.sh
56,build/packages-template/bbb-libreoffice-docker/after-install.sh
56,build/packages-template/bbb-libreoffice-docker/before-remove.sh
56,build/packages-template/bbb-libreoffice-docker/after-remove.sh
56,build/packages-template/bbb-learning-dashboard/after-install.sh
